tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
1601,6/1/2013 15:19,6/1/2013 15:46,383,Greenwich Ave & Charles St,40.735238,-74.000271,168,W 18 St & 6 Ave,40.73971301,-73.99456405,14901,Customer,NULL,0
1542,6/1/2013 15:20,6/1/2013 15:45,383,Greenwich Ave & Charles St,40.735238,-74.000271,465,Broadway & W 41 St,40.75513557,-73.98658032,15501,Customer,NULL,0
3132,6/1/2013 15:20,6/1/2013 16:12,116,W 17 St & 8 Ave,40.74177603,-74.00149746,520,W 52 St & 5 Ave,40.75992262,-73.97648516,15644,Customer,NULL,0
1563,6/1/2013 15:20,6/1/2013 15:46,225,W 14 St & The High Line,40.74195138,-74.00803013,NULL,NULL,NULL,NULL,17824,Customer,NULL,0
1097,6/1/2013 15:20,6/1/2013 15:38,532,S 5 Pl & S 5 St,40.710451,-73.960876,386,Centre St & Worth St,40.71494807,-74.00234482,15858,Subscriber,1980,1
662,6/1/2013 15:20,6/1/2013 15:31,270,Adelphi St & Myrtle Ave,40.69308257,-73.97178913,384,Fulton St & Washington Ave,40.683048,-73.964915,16739,Customer,NULL,0
182,6/1/2013 15:20,6/1/2013 15:23,83,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,259,South St & Whitehall St,40.70122128,-74.01234218,18915,Subscriber,1983,1
1123,6/1/2013 15:20,6/1/2013 15:39,457,Broadway & W 58 St,40.76695317,-73.98169333,509,9 Ave & W 22 St,40.7454973,-74.00197139,17906,Subscriber,1982,1
2997,6/1/2013 15:20,6/1/2013 16:10,151,Cleveland Pl & Spring St,40.72210379,-73.99724901,264,Maiden Ln & Pearl St,40.70706456,-74.00731853,19510,Customer,NULL,0
1691,6/1/2013 15:20,6/1/2013 15:49,362,Broadway & W 37 St,40.75172632,-73.98753523,151,Cleveland Pl & Spring St,40.72210379,-73.99724901,19704,Customer,NULL,0
1353,6/1/2013 15:20,6/1/2013 15:43,423,W 54 St & 9 Ave,40.76584941,-73.98690506,516,E 47 St & 1 Ave,40.75206862,-73.96784384,19330,Subscriber,1955,1
942,6/1/2013 15:20,6/1/2013 15:36,360,William St & Pine St,40.70717936,-74.00887308,363,West Thames St,40.70834698,-74.01713445,17265,Customer,NULL,0
1132,6/1/2013 15:20,6/1/2013 15:39,439,E 4 St & 2 Ave,40.7262807,-73.98978041,168,W 18 St & 6 Ave,40.73971301,-73.99456405,15287,Subscriber,1983,1
957,6/1/2013 15:21,6/1/2013 15:37,510,W 51 St & 6 Ave,40.7606597,-73.98042047,465,Broadway & W 41 St,40.75513557,-73.98658032,17030,Customer,NULL,0
1120,6/1/2013 15:21,6/1/2013 15:39,439,E 4 St & 2 Ave,40.7262807,-73.98978041,168,W 18 St & 6 Ave,40.73971301,-73.99456405,15795,Subscriber,1979,2
1590,6/1/2013 15:19,6/1/2013 15:45,514,12 Ave & W 40 St,40.76087502,-74.00277668,3017,NYCBS Depot - FAR,40.751483,-73.996764,18500,Subscriber,1979,1
940,6/1/2013 15:21,6/1/2013 15:37,510,W 51 St & 6 Ave,40.7606597,-73.98042047,465,Broadway & W 41 St,40.75513557,-73.98658032,19806,Customer,NULL,0
821,6/1/2013 15:21,6/1/2013 15:35,297,E 15 St & 3 Ave,40.734232,-73.986923,297,E 15 St & 3 Ave,40.734232,-73.986923,17542,Subscriber,1971,1
12387,6/1/2013 15:20,6/1/2013 18:47,254,W 11 St & 6 Ave,40.73532427,-73.99800419,497,E 17 St & Broadway,40.73704984,-73.99009296,19141,Customer,NULL,0
916,6/1/2013 15:21,6/1/2013 15:36,360,William St & Pine St,40.70717936,-74.00887308,363,West Thames St,40.70834698,-74.01713445,18542,Customer,NULL,0
215,6/1/2013 15:21,6/1/2013 15:25,294,Washington Square E,40.73049393,-73.9957214,403,E 2 St & 2 Ave,40.72502876,-73.99069656,16519,Subscriber,1983,1
1150,6/1/2013 15:21,6/1/2013 15:40,315,South St & Gouverneur Ln,40.70355377,-74.00670227,487,E 20 St & FDR Drive,40.73314259,-73.97573881,17198,Customer,NULL,0
8616,6/1/2013 15:21,6/1/2013 17:45,304,Broadway & Battery Pl,40.70463334,-74.01361706,304,Broadway & Battery Pl,40.70463334,-74.01361706,16696,Customer,NULL,0
798,6/1/2013 15:21,6/1/2013 15:35,2022,E 60 St & York Ave,40.759107,-73.959223,528,2 Ave & E 31 St,40.74290902,-73.97706058,16518,Customer,NULL,0
1344,6/1/2013 15:21,6/1/2013 15:44,518,E 39 St & 2 Ave,40.74780373,-73.9734419,455,1 Ave & E 44 St,40.75001986,-73.96905301,17086,Subscriber,1982,1
1764,6/1/2013 15:21,6/1/2013 15:51,485,W 37 St & 5 Ave,40.75038009,-73.98338988,225,W 14 St & The High Line,40.74195138,-74.00803013,17627,Customer,NULL,0
813,6/1/2013 15:21,6/1/2013 15:35,243,Fulton St & Rockwell Pl,40.688226,-73.979382,437,Macon St & Nostrand Ave,40.68098339,-73.95004798,16189,Subscriber,1986,1
822,6/1/2013 15:21,6/1/2013 15:35,445,E 10 St & Avenue A,40.72740794,-73.98142006,437,Macon St & Nostrand Ave,40.68098339,-73.95004798,18097,Subscriber,1986,1
2544,6/1/2013 15:22,6/1/2013 16:04,448,W 37 St & 10 Ave,40.75660359,-73.9979009,443,Bedford Ave & S 9 St,40.70853074,-73.96408963,16226,Customer,NULL,0
1769,6/1/2013 15:21,6/1/2013 15:51,426,West St & Chambers St,40.71754834,-74.01322069,225,W 14 St & The High Line,40.74195138,-74.00803013,16181,Customer,NULL,0
750,6/1/2013 15:22,6/1/2013 15:34,444,Broadway & W 24 St,40.7423543,-73.98915076,528,2 Ave & E 31 St,40.74290902,-73.97706058,18901,Customer,NULL,0
1960,6/1/2013 15:22,6/1/2013 15:55,3019,NYCBS Depot - DEL,40.716633,-73.981933,79,Franklin St & W Broadway,40.71911552,-74.00666661,17355,Customer,NULL,0
1985,6/1/2013 15:22,6/1/2013 15:55,488,W 39 St & 9 Ave,40.75645824,-73.99372222,NULL,NULL,NULL,NULL,15183,Customer,NULL,0
563,6/1/2013 15:22,6/1/2013 15:32,410,Suffolk St & Stanton St,40.72066442,-73.98517977,348,W Broadway & Spring St,40.72490985,-74.00154702,16544,Subscriber,1993,1
74579,6/1/2013 15:22,6/2/2013 12:05,2001,Sands St & Navy St,40.699773,-73.979927,244,Willoughby Ave & Hall St,40.69196035,-73.96536851,19635,Customer,NULL,0
1263,6/1/2013 15:23,6/1/2013 15:44,152,Warren St & Church St,40.71473993,-74.00910627,79,Franklin St & W Broadway,40.71911552,-74.00666661,15987,Customer,NULL,0
1326,6/1/2013 15:23,6/1/2013 15:45,212,W 16 St & The High Line,40.74334935,-74.00681753,406,Hicks St & Montague St,40.69512845,-73.99595065,15169,Subscriber,1974,1
1324,6/1/2013 15:23,6/1/2013 15:45,212,W 16 St & The High Line,40.74334935,-74.00681753,363,West Thames St,40.70834698,-74.01713445,17915,Subscriber,1983,2
2235,6/1/2013 15:22,6/1/2013 16:00,309,Murray St & West St,40.7149787,-74.013012,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,16757,Customer,NULL,0
49036,6/1/2013 15:23,6/2/2013 5:00,475,E 15 St & Irving Pl,40.73524276,-73.98758561,465,Broadway & W 41 St,40.75513557,-73.98658032,15178,Customer,NULL,0
1034,6/1/2013 15:23,6/1/2013 15:40,393,E 5 St & Avenue C,40.72299208,-73.97995466,444,Broadway & W 24 St,40.7423543,-73.98915076,18903,Subscriber,1990,1
1038,6/1/2013 15:23,6/1/2013 15:40,393,E 5 St & Avenue C,40.72299208,-73.97995466,444,Broadway & W 24 St,40.7423543,-73.98915076,17860,Subscriber,1991,1
355,6/1/2013 15:23,6/1/2013 15:29,349,Rivington St & Ridge St,40.71850211,-73.98329859,173,Broadway & W 49 St,40.76068327,-73.98452729,17644,Subscriber,1964,1
1691,6/1/2013 15:23,6/1/2013 15:51,391,Clark St & Henry St,40.69760127,-73.99344559,217,Old Fulton St,40.70277159,-73.99383605,14531,Customer,NULL,0
709,6/1/2013 15:15,6/1/2013 15:26,315,South St & Gouverneur Ln,40.70355377,-74.00670227,315,South St & Gouverneur Ln,40.70355377,-74.00670227,16155,Subscriber,1988,2
1756,6/1/2013 15:23,6/1/2013 15:53,422,W 59 St & 10 Ave,40.770513,-73.988038,79,Franklin St & W Broadway,40.71911552,-74.00666661,15041,Subscriber,1968,1
2212,6/1/2013 15:23,6/1/2013 16:00,309,Murray St & West St,40.7149787,-74.013012,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,18848,Customer,NULL,0
649,6/1/2013 15:23,6/1/2013 15:34,475,E 15 St & Irving Pl,40.73524276,-73.98758561,323,Lawrence St & Willoughby St,40.69236178,-73.98631746,16839,Subscriber,1968,1
1263,6/1/2013 15:23,6/1/2013 15:44,532,S 5 Pl & S 5 St,40.710451,-73.960876,481,S 3 St & Bedford Ave,40.71260486,-73.96264403,19746,Customer,NULL,0
863,6/1/2013 15:23,6/1/2013 15:38,454,E 51 St & 1 Ave,40.75455731,-73.96592976,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,18725,Subscriber,1983,1
2354,6/1/2013 15:23,6/1/2013 16:02,268,Howard St & Centre St,40.71910537,-73.99973337,503,E 20 St & Park Ave,40.73827428,-73.98751968,19308,Subscriber,1975,1
1647,6/1/2013 15:23,6/1/2013 15:51,391,Clark St & Henry St,40.69760127,-73.99344559,217,Old Fulton St,40.70277159,-73.99383605,14858,Customer,NULL,0
2910,6/1/2013 15:24,6/1/2013 16:12,116,W 17 St & 8 Ave,40.74177603,-74.00149746,520,W 52 St & 5 Ave,40.75992262,-73.97648516,15591,Customer,NULL,0
457,6/1/2013 15:24,6/1/2013 15:31,457,Broadway & W 58 St,40.76695317,-73.98169333,457,Broadway & W 58 St,40.76695317,-73.98169333,20056,Customer,NULL,0
5571,6/1/2013 15:24,6/1/2013 16:56,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,459,W 20 St & 11 Ave,40.746745,-74.007756,16597,Customer,NULL,0
1737,6/1/2013 15:24,6/1/2013 15:53,422,W 59 St & 10 Ave,40.770513,-73.988038,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,17040,Subscriber,1970,2
1411,6/1/2013 15:22,6/1/2013 15:45,329,Greenwich St & North Moore St,40.72015227,-74.01036501,254,W 11 St & 6 Ave,40.73532427,-73.99800419,15185,Subscriber,1990,1
1210,6/1/2013 15:24,6/1/2013 15:44,426,West St & Chambers St,40.71754834,-74.01322069,79,Franklin St & W Broadway,40.71911552,-74.00666661,18485,Customer,NULL,0
566,6/1/2013 15:21,6/1/2013 15:31,310,State St & Smith St,40.68926942,-73.98912867,274,Lafayette Ave & Fort Greene Pl,40.68691865,-73.976682,19878,Subscriber,1966,1
619,6/1/2013 15:24,6/1/2013 15:34,261,Johnson St & Gold St,40.69474881,-73.98362464,298,3 Ave & Schermerhorn St,40.68683208,-73.9796772,17626,Customer,NULL,0
356,6/1/2013 15:24,6/1/2013 15:30,2002,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,464,E 56 St & 3 Ave,40.75934501,-73.96759673,17637,Subscriber,1983,1
1253,6/1/2013 15:24,6/1/2013 15:45,2023,E 55 St & Lexington Ave,40.75968085,-73.97031366,82,St James Pl & Pearl St,40.71117416,-74.00016545,16168,Customer,NULL,0
570,6/1/2013 15:22,6/1/2013 15:31,485,W 37 St & 5 Ave,40.75038009,-73.98338988,528,2 Ave & E 31 St,40.74290902,-73.97706058,16179,Subscriber,1969,1
373,6/1/2013 15:24,6/1/2013 15:31,2002,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,460,S 4 St & Wythe Ave,40.71285887,-73.96590294,16428,Subscriber,1988,2
408,6/1/2013 15:24,6/1/2013 15:31,457,Broadway & W 58 St,40.76695317,-73.98169333,457,Broadway & W 58 St,40.76695317,-73.98169333,18938,Customer,NULL,0
643,6/1/2013 15:25,6/1/2013 15:35,314,Cadman Plaza West & Montague St,40.69383,-73.990539,470,W 20 St & 8 Ave,40.74345335,-74.00004031,20224,Subscriber,1969,1
275,6/1/2013 15:25,6/1/2013 15:29,2002,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,460,S 4 St & Wythe Ave,40.71285887,-73.96590294,15026,Subscriber,1978,1
542,6/1/2013 15:25,6/1/2013 15:34,326,E 11 St & 1 Ave,40.72953837,-73.98426726,326,E 11 St & 1 Ave,40.72953837,-73.98426726,18425,Subscriber,1962,1
1409,6/1/2013 15:24,6/1/2013 15:48,2000,Front St & Washington St,40.70255088,-73.98940236,443,Bedford Ave & S 9 St,40.70853074,-73.96408963,16576,Customer,NULL,0
15808,6/1/2013 15:25,6/1/2013 19:48,420,Clermont Ave & Lafayette Ave,40.68764484,-73.96968902,270,Adelphi St & Myrtle Ave,40.69308257,-73.97178913,16751,Customer,NULL,0
159,6/1/2013 15:25,6/1/2013 15:28,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,3019,NYCBS Depot - DEL,40.716633,-73.981933,19805,Subscriber,1969,1
591,6/1/2013 15:25,6/1/2013 15:35,151,Cleveland Pl & Spring St,40.72210379,-73.99724901,332,Cherry St,40.71219906,-73.97948148,19719,Subscriber,1971,1
15550,6/1/2013 15:25,6/1/2013 19:44,492,W 33 St & 7 Ave,40.75019995,-73.99093085,515,W 43 St & 10 Ave,40.76009437,-73.99461843,19075,Customer,NULL,0
1204,6/1/2013 15:25,6/1/2013 15:45,514,12 Ave & W 40 St,40.76087502,-74.00277668,513,W 56 St & 10 Ave,40.768254,-73.988639,15995,Customer,NULL,0
695,6/1/2013 15:26,6/1/2013 15:37,367,E 53 St & Lexington Ave,40.75828065,-73.97069431,422,W 59 St & 10 Ave,40.770513,-73.988038,19565,Subscriber,1967,1
1473,6/1/2013 15:26,6/1/2013 15:50,301,E 2 St & Avenue B,40.72217444,-73.98368779,217,Old Fulton St,40.70277159,-73.99383605,19993,Customer,NULL,0
1208,6/1/2013 15:25,6/1/2013 15:45,514,12 Ave & W 40 St,40.76087502,-74.00277668,212,W 16 St & The High Line,40.74334935,-74.00681753,17477,Customer,NULL,0
1145,6/1/2013 15:26,6/1/2013 15:45,3002,South End Ave & Liberty St,40.711512,-74.015756,195,Liberty St & Broadway,40.70905623,-74.01043382,19254,Subscriber,1972,1
125,6/1/2013 15:26,6/1/2013 15:28,401,Allen St & Rivington St,40.72019576,-73.98997825,401,Allen St & Rivington St,40.72019576,-73.98997825,17010,Subscriber,1970,2
1350,6/1/2013 15:26,6/1/2013 15:48,285,Broadway & E 14 St,40.73454567,-73.99074142,442,W 27 St & 7 Ave,40.746647,-73.993915,19909,Subscriber,1981,1
1996,6/1/2013 15:26,6/1/2013 15:59,463,9 Ave & W 16 St,40.74206539,-74.00443172,427,Bus Slip & State St,40.701907,-74.013942,15896,Customer,NULL,0
217,6/1/2013 15:26,6/1/2013 15:30,334,W 20 St & 7 Ave,40.74238787,-73.99726235,509,9 Ave & W 22 St,40.7454973,-74.00197139,19733,Subscriber,1959,1
122,6/1/2013 15:26,6/1/2013 15:28,430,York St & Jay St,40.7014851,-73.98656928,414,Pearl St & Anchorage Pl,40.70281858,-73.98765762,16540,Subscriber,1983,1
1979,6/1/2013 15:26,6/1/2013 15:59,463,9 Ave & W 16 St,40.74206539,-74.00443172,427,Bus Slip & State St,40.701907,-74.013942,17242,Customer,NULL,0
1265,6/1/2013 15:26,6/1/2013 15:48,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,521,8 Ave & W 31 St N,40.75096735,-73.99444208,18801,Subscriber,1984,1
301,6/1/2013 15:26,6/1/2013 15:31,447,8 Ave & W 52 St,40.76370739,-73.9851615,468,Broadway & W 56 St,40.7652654,-73.98192338,18481,Customer,NULL,0
3073,6/1/2013 15:26,6/1/2013 16:17,368,Carmine St & 6 Ave,40.73038599,-74.00214988,377,6 Ave & Canal St,40.72243797,-74.00566443,17728,Customer,NULL,0
63670,6/1/2013 15:27,6/2/2013 9:08,420,Clermont Ave & Lafayette Ave,40.68764484,-73.96968902,386,Centre St & Worth St,40.71494807,-74.00234482,18214,Customer,NULL,0
1278,6/1/2013 15:26,6/1/2013 15:47,416,Cumberland St & Lafayette Ave,40.68753406,-73.97265183,366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,15925,Customer,NULL,0
4963,6/1/2013 15:27,6/1/2013 16:50,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,375,Mercer St & Bleecker St S,40.72679454,-73.99695094,15474,Customer,NULL,0
1132,6/1/2013 15:27,6/1/2013 15:46,497,E 17 St & Broadway,40.73704984,-73.99009296,488,W 39 St & 9 Ave,40.75645824,-73.99372222,15387,Customer,NULL,0
3029,6/1/2013 15:27,6/1/2013 16:18,459,W 20 St & 11 Ave,40.746745,-74.007756,466,W 25 St & 6 Ave,40.74395411,-73.99144871,19235,Customer,NULL,0
1563,6/1/2013 15:27,6/1/2013 15:53,528,2 Ave & E 31 St,40.74290902,-73.97706058,294,Washington Square E,40.73049393,-73.9957214,17670,Customer,NULL,0
313,6/1/2013 15:27,6/1/2013 15:33,285,Broadway & E 14 St,40.73454567,-73.99074142,523,W 38 St & 8 Ave,40.75466591,-73.99138152,20238,Subscriber,1957,2
29171,6/1/2013 15:28,6/1/2013 23:34,116,W 17 St & 8 Ave,40.74177603,-74.00149746,472,E 32 St & Park Ave,40.7457121,-73.98194829,20081,Customer,NULL,0
1889,6/1/2013 15:28,6/1/2013 15:59,463,9 Ave & W 16 St,40.74206539,-74.00443172,427,Bus Slip & State St,40.701907,-74.013942,20242,Customer,NULL,0
1165,6/1/2013 15:28,6/1/2013 15:47,470,W 20 St & 8 Ave,40.74345335,-74.00004031,276,Duane St & Greenwich St,40.71748752,-74.0104554,18854,Subscriber,1979,1
1050,6/1/2013 15:27,6/1/2013 15:45,514,12 Ave & W 40 St,40.76087502,-74.00277668,212,W 16 St & The High Line,40.74334935,-74.00681753,18511,Customer,NULL,0
110646,6/1/2013 15:28,6/2/2013 22:12,151,Cleveland Pl & Spring St,40.72210379,-73.99724901,315,South St & Gouverneur Ln,40.70355377,-74.00670227,18374,Subscriber,1968,1
1871,6/1/2013 15:28,6/1/2013 15:59,515,W 43 St & 10 Ave,40.76009437,-73.99461843,347,Greenwich St & W Houston St,40.728846,-74.008591,18833,Subscriber,1988,1
758,6/1/2013 15:28,6/1/2013 15:41,528,2 Ave & E 31 St,40.74290902,-73.97706058,454,E 51 St & 1 Ave,40.75455731,-73.96592976,18960,Subscriber,1982,1
65,6/1/2013 15:28,6/1/2013 15:29,264,Maiden Ln & Pearl St,40.70706456,-74.00731853,264,Maiden Ln & Pearl St,40.70706456,-74.00731853,16965,Subscriber,1986,1
463,6/1/2013 15:28,6/1/2013 15:36,280,E 10 St & 5 Ave,40.73331967,-73.99510132,348,W Broadway & Spring St,40.72490985,-74.00154702,20103,Subscriber,1948,1
701,6/1/2013 15:28,6/1/2013 15:40,395,Bond St & Schermerhorn St,40.68807003,-73.98410637,83,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,19867,Subscriber,1968,1
260,6/1/2013 15:28,6/1/2013 15:33,285,Broadway & E 14 St,40.73454567,-73.99074142,345,W 13 St & 6 Ave,40.73649403,-73.99704374,17984,Subscriber,1983,1
215,6/1/2013 15:28,6/1/2013 15:32,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,457,Broadway & W 58 St,40.76695317,-73.98169333,16088,Subscriber,1958,1
71475,6/1/2013 15:28,6/2/2013 11:19,217,Old Fulton St,40.70277159,-73.99383605,157,Henry St & Atlantic Ave,40.69089272,-73.99612349,20168,Customer,NULL,0
1129,6/1/2013 15:28,6/1/2013 15:47,416,Cumberland St & Lafayette Ave,40.68753406,-73.97265183,397,Fulton St & Clermont Ave,40.68415748,-73.96922273,17601,Subscriber,1979,1
742,6/1/2013 15:29,6/1/2013 15:41,427,Bus Slip & State St,40.701907,-74.013942,2009,Catherine St & Monroe St,40.71117444,-73.99682619,16716,Customer,NULL,0
71820,6/1/2013 15:28,6/2/2013 11:25,217,Old Fulton St,40.70277159,-73.99383605,157,Henry St & Atlantic Ave,40.69089272,-73.99612349,18197,Customer,NULL,0
2341,6/1/2013 15:29,6/1/2013 16:08,251,Mott St & Prince St,40.72317958,-73.99480012,195,Liberty St & Broadway,40.70905623,-74.01043382,17170,Customer,NULL,0
382,6/1/2013 15:27,6/1/2013 15:33,447,8 Ave & W 52 St,40.76370739,-73.9851615,495,W 47 St & 10 Ave,40.76269882,-73.99301222,18603,Subscriber,1971,1
37948,6/1/2013 15:29,6/2/2013 2:01,401,Allen St & Rivington St,40.72019576,-73.98997825,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,15020,Subscriber,1977,1
1654,6/1/2013 15:29,6/1/2013 15:56,533,Broadway & W 38 St,40.75299641,-73.98721619,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,16465,Customer,NULL,0
1482,6/1/2013 15:29,6/1/2013 15:54,487,E 20 St & FDR Drive,40.73314259,-73.97573881,529,W 42 St & 8 Ave,40.7575699,-73.99098507,19478,Subscriber,1966,2
1089,6/1/2013 15:29,6/1/2013 15:48,521,8 Ave & W 31 St N,40.75096735,-73.99444208,457,Broadway & W 58 St,40.76695317,-73.98169333,18782,Subscriber,1979,1
1602,6/1/2013 15:30,6/1/2013 15:56,285,Broadway & E 14 St,40.73454567,-73.99074142,349,Rivington St & Ridge St,40.71850211,-73.98329859,18096,Customer,NULL,0
593,6/1/2013 15:29,6/1/2013 15:39,348,W Broadway & Spring St,40.72490985,-74.00154702,254,W 11 St & 6 Ave,40.73532427,-73.99800419,18259,Customer,NULL,0
412,6/1/2013 15:30,6/1/2013 15:37,285,Broadway & E 14 St,40.73454567,-73.99074142,323,Lawrence St & Willoughby St,40.69236178,-73.98631746,18414,Subscriber,1943,1
3578,6/1/2013 15:30,6/1/2013 16:29,268,Howard St & Centre St,40.71910537,-73.99973337,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,19190,Customer,NULL,0
597,6/1/2013 15:29,6/1/2013 15:39,363,West Thames St,40.70834698,-74.01713445,309,Murray St & West St,40.7149787,-74.013012,15243,Subscriber,1979,1
1063,6/1/2013 15:30,6/1/2013 15:47,416,Cumberland St & Lafayette Ave,40.68753406,-73.97265183,366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,19033,Customer,NULL,0
1836,6/1/2013 15:30,6/1/2013 16:00,448,W 37 St & 10 Ave,40.75660359,-73.9979009,357,E 11 St & Broadway,40.73261787,-73.99158043,15225,Customer,NULL,0
877,6/1/2013 15:30,6/1/2013 15:44,416,Cumberland St & Lafayette Ave,40.68753406,-73.97265183,NULL,NULL,NULL,NULL,16355,Subscriber,1984,1
349,6/1/2013 15:30,6/1/2013 15:36,358,Christopher St & Greenwich St,40.73291553,-74.00711384,NULL,NULL,NULL,NULL,17910,Subscriber,1984,2
1036,6/1/2013 15:30,6/1/2013 15:47,265,Stanton St & Chrystie St,40.72229346,-73.99147535,476,E 31 St & 3 Ave,40.74394314,-73.97966069,15352,Subscriber,1982,1
621,6/1/2013 15:30,6/1/2013 15:40,2000,Front St & Washington St,40.70255088,-73.98940236,2000,Front St & Washington St,40.70255088,-73.98940236,15890,Customer,NULL,0
284,6/1/2013 15:30,6/1/2013 15:35,457,Broadway & W 58 St,40.76695317,-73.98169333,457,Broadway & W 58 St,40.76695317,-73.98169333,15095,Customer,NULL,0
1158,6/1/2013 15:30,6/1/2013 15:49,150,E 2 St & Avenue C,40.7208736,-73.98085795,345,W 13 St & 6 Ave,40.73649403,-73.99704374,16727,Customer,NULL,0
1801,6/1/2013 15:30,6/1/2013 16:00,404,9 Ave & W 14 St,40.7405826,-74.00550867,402,Broadway & E 22 St,40.7403432,-73.98955109,15463,Customer,NULL,0
1158,6/1/2013 15:30,6/1/2013 15:49,317,E 6 St & Avenue B,40.72453734,-73.98185424,345,W 13 St & 6 Ave,40.73649403,-73.99704374,16842,Customer,NULL,0
1332,6/1/2013 15:30,6/1/2013 15:53,265,Stanton St & Chrystie St,40.72229346,-73.99147535,497,E 17 St & Broadway,40.73704984,-73.99009296,19647,Customer,NULL,0
1333,6/1/2013 15:30,6/1/2013 15:53,265,Stanton St & Chrystie St,40.72229346,-73.99147535,497,E 17 St & Broadway,40.73704984,-73.99009296,18320,Customer,NULL,0
52901,6/1/2013 15:31,6/2/2013 6:12,496,E 16 St & 5 Ave,40.73726186,-73.99238967,538,E 48 St & Madison Ave,40.75666,-73.976684,16078,Subscriber,1983,2
658,6/1/2013 15:31,6/1/2013 15:41,408,Market St & Cherry St,40.71076228,-73.99400398,224,Spruce St & Nassau St,40.71146364,-74.00552427,19793,Subscriber,1963,2
497,6/1/2013 15:31,6/1/2013 15:39,369,Washington Pl & 6 Ave,40.73224119,-74.00026394,358,Christopher St & Greenwich St,40.73291553,-74.00711384,18296,Subscriber,1955,1
4856,6/1/2013 15:31,6/1/2013 16:52,515,W 43 St & 10 Ave,40.76009437,-73.99461843,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,18929,Customer,NULL,0
501,6/1/2013 15:31,6/1/2013 15:39,285,Broadway & E 14 St,40.73454567,-73.99074142,NULL,NULL,NULL,NULL,18627,Subscriber,1970,1
1010,6/1/2013 15:31,6/1/2013 15:48,267,Broadway & W 36 St,40.75097711,-73.98765428,265,Stanton St & Chrystie St,40.72229346,-73.99147535,18982,Customer,NULL,0
182,6/1/2013 15:31,6/1/2013 15:34,531,Forsyth St & Broome St,40.71893904,-73.99266288,265,Stanton St & Chrystie St,40.72229346,-73.99147535,19643,Subscriber,1981,1
1316,6/1/2013 15:31,6/1/2013 15:53,528,2 Ave & E 31 St,40.74290902,-73.97706058,294,Washington Square E,40.73049393,-73.9957214,16651,Customer,NULL,0
629,6/1/2013 15:32,6/1/2013 15:42,116,W 17 St & 8 Ave,40.74177603,-74.00149746,362,Broadway & W 37 St,40.75172632,-73.98753523,17684,Subscriber,1978,1
2419,6/1/2013 15:32,6/1/2013 16:12,82,St James Pl & Pearl St,40.71117416,-74.00016545,401,Allen St & Rivington St,40.72019576,-73.98997825,18043,Customer,NULL,0
751,6/1/2013 15:32,6/1/2013 15:44,489,10 Ave & W 28 St,40.75066386,-74.00176802,250,Lafayette St & Jersey St N,40.72456089,-73.99565293,16663,Subscriber,1976,1
519,6/1/2013 15:32,6/1/2013 15:40,294,Washington Square E,40.73049393,-73.9957214,303,Mercer St & Spring St,40.72362738,-73.99949601,15448,Subscriber,1978,1
1237,6/1/2013 15:32,6/1/2013 15:53,386,Centre St & Worth St,40.71494807,-74.00234482,331,Pike St & Monroe St,40.71173107,-73.99193043,17493,Customer,NULL,0
2470,6/1/2013 15:32,6/1/2013 16:13,481,S 3 St & Bedford Ave,40.71260486,-73.96264403,401,Allen St & Rivington St,40.72019576,-73.98997825,15473,Customer,NULL,0
971,6/1/2013 15:32,6/1/2013 15:48,512,W 29 St & 9 Ave,40.7500727,-73.99839279,530,11 Ave & W 59 St,40.771522,-73.990541,18733,Subscriber,1982,1
906,6/1/2013 15:32,6/1/2013 15:47,2012,E 27 St & 1 Ave,40.739445,-73.976806,426,West St & Chambers St,40.71754834,-74.01322069,16008,Subscriber,1954,1
2907,6/1/2013 15:32,6/1/2013 16:21,459,W 20 St & 11 Ave,40.746745,-74.007756,2012,E 27 St & 1 Ave,40.739445,-73.976806,17921,Subscriber,1980,1
1443,6/1/2013 15:32,6/1/2013 15:56,285,Broadway & E 14 St,40.73454567,-73.99074142,349,Rivington St & Ridge St,40.71850211,-73.98329859,18700,Customer,NULL,0
